index	name	operand_type_signature	datatype_sig	attribute_mask_hex	flags	name_kind
91	set	E16F32	x11	2400000000000000000000000000000000	STD	str
91	set	E16F32	x11P	2500000000000000000000000000000000	STD	str
91	set	E16F64	x11	2400000000000000000000000000000000	STD	str
91	set	E16F64	x11P	2500000000000000000000000000000000	STD	str
91	set	E16I	x11	2400000000000000000000000000000000	STD	str
91	set	E16I	x11P	2500000000000000000000000000000000	STD	str
91	set	E16B	x11	2400000000000000000000000000000000	STD	str
91	set	E16B	x11P	2500000000000000000000000000000000	STD	str
91	set	I16E16	0xx	2400000000000000000000000000000000	STD	str
91	set	I16E16	0xxP	2500000000000000000000000000000000	STD	str
91	set	I32E16	0xx	2400000000000000000000000000000000	STD	str
91	set	I32E16	0xxP	2500000000000000000000000000000000	STD	str
91	set	I32E32	0dd	2400000000000000000000000000000000	STD	str
91	set	I32E32	0ddP	2500000000000000000000000000000000	STD	str
91	set	E32E32	ddd	2400000000000000000000000000000000	STD	str
91	set	E32E32	dddP	2500000000000000000000000000000000	STD	str
92	setp	F16	P00	2402000000000000000000000000000000	STD	str
92	setp	H32	P00	6402000000000000000000000000000000	STD	str
92	setp	F32	P00	6402000000000000000000000000000000	STD	str
92	setp	F64	P00	6400000000000000000000000000000000	STD	str
92	setp	I	P00	6400000000000000000000000000000000	STD	str
92	setp	B	P00	6400000000000000000000000000000000	STD	str
92	setp	F16	P00P	2502000000000000000000000000000000	STD	str
92	setp	H32	P00P	6502000000000000000000000000000000	STD	str
92	setp	F32	P00P	6502000000000000000000000000000000	STD	str
92	setp	F64	P00P	6500000000000000000000000000000000	STD	str
92	setp	I	P00P	6500000000000000000000000000000000	STD	str
92	setp	B	P00P	6500000000000000000000000000000000	STD	str
92	setp	E16	Pxx	2400000000000000000000000000000000	STD	str
92	setp	E16	PxxP	2500000000000000000000000000000000	STD	str
92	setp	E32	Pdd	6400000000000000000000000000000000	STD	str
92	setp	E32	PddP	6500000000000000000000000000000000	STD	str
93	selp	F	000P	2000000000000000000000000000000000	STD	str
93	selp	I	000P	2000000000000000000000000000000000	STD	str
93	selp	B	000P	2000000000000000000000000000000000	STD	str
94	slct	FF32	0001	2002000000000000000000000000000000	STD	str
94	slct	IF32	0001	2002000000000000000000000000000000	STD	str
94	slct	BF32	0001	2002000000000000000000000000000000	STD	str
94	slct	FI32	0001	2000000800000000000000000000000000	STD	str
94	slct	II32	0001	2000000800000000000000000000000000	STD	str
94	slct	BI32	0001	2000000800000000000000000000000000	STD	str
95	and	B	000	2000000000000000000000000000000000	STD	str
96	or	B	000	2000000000000000000000000000000000	STD	str
97	xor	B	000	2000000000000000000000000000000000	STD	str
95	and	P	000	2000000000000000000000000000000000	STD	str
96	or	P	000	2000000000000000000000000000000000	STD	str
97	xor	P	000	2000000000000000000000000000000000	STD	str
98	not	B	00	2000000000000000000000000000000000	STD	str
99	cnot	B	00	2000000000000000000000000000000000	STD	str
98	not	P	00	2000000000000000000000000000000000	STD	tok
100	shr	I	00u	2000000000000000000000000000000000	STD	str
101	shl	B	00u	2000000000000000000000000000000000	STD	str
100	shr	B	00u	2000000000000000000000000000000000	STD	str
102	shf.l	B32	000u	2000000000000000000200000000000000	STD	str
103	shf.r	B32	000u	2000000000000000000200000000000000	STD	str
104	lop3	B32	0000C	2000000000000000000000000000000000	STD	str
104	lop3	B32	0000CP	6100000000000000000000000000000000	STD	str
105	fns	B32	0000	2000000000000000000000000000000000	STD	str
106	dp4a	I32I32	u01u	2000000000000000000000000000000000	STD	str
107	dp2a	I32I32	u01u	2000000000000000000000000000000000	STD	str
108	dp2a.hi	I32I32	u01u	2000000000000000000000000000000000	STD	str
109	dp2a.lo	I32I32	u01u	2000000000000000000000000000000000	STD	str
110	mov	F	00	2000000000200000000000000000000000	STD	str
110	mov	I	00	2000000004200000000000000000000000	STD	str
110	mov	B	00	2000000004200000000000000000000000	STD	str
110	mov	P	00	2000000004000000000000000000000000	STD	str
110	mov	B128	00	2000000004200000000000000000000000	STD	str
7	ld	F	0M	60000000ca3e0000000000100000000000	STD	str
7	ld	I[8|16|32|64]	0M	60000000ca3e0000000000100000000000	STD	str
7	ld	B[8|16|32|64]	0M	60000000ca3e0000000000100000000000	STD	str
7	ld	B128	0M	60000000ca3c0000000000100000000000	STD	str
7	ld	B128	0M	60000000ca380000000000080000000000	STD	str
7	ld	B128	0MU	60000000ca380000000000080000080000	STD	str
111	ldu	B128	0M	200000000a200000000000000000000000	STD	str
7	ld	F	0M	60000000ca3a0000000000080000000000	STD	str
7	ld	I[8|16|32|64]	0M	60000000ca3a0000000000080000000000	STD	str
7	ld	B[8|16|32|64]	0M	60000000ca3a0000000000080000000000	STD	str
7	ld	F	0MU	60000000ca380000000000080000080000	STD	str
7	ld	I[8|16|32|64]	0MU	60000000ca380000000000080000080000	STD	str
7	ld	B[8|16|32|64]	0MU	60000000ca380000000000080000080000	STD	str
111	ldu	F	0M	200000000a200000000000000000000000	STD	str
111	ldu	I[8|16|32|64]	0M	200000000a200000000000000000000000	STD	str
111	ldu	B[8|16|32|64]	0M	200000000a200000000000000000000000	STD	str
112	_ldldu	B[8|16|32|64|128]B[8|16|32|64|128]	01MM	200000000a200000000000000000000000	STD	str
8	st	F	M0	00000000ca3a0000000000000000400000	STD	str
8	st	I[8|16|32|64]	M0	00000000ca3a0000000000000000400000	STD	str
8	st	B[8|16|32|64]	M0	00000000ca3a0000000000000000400000	STD	str
8	st	B128	M0	00000000ca380000000000000000000000	STD	str
8	st	B128	M0U	00000000ca380000000000000000080000	STD	str
8	st	F	M0U	00000000ca380000000000000000080000	STD	str
8	st	I[8|16|32|64]	M0U	00000000ca380000000000000000080000	STD	str
8	st	B[8|16|32|64]	M0U	00000000ca380000000000000000080000	STD	str
113	st.bulk		MUC	0000000088000000000000000000000000	STD	str
113	st.bulk		MuC	0000000088000000000000000000000000	STD	str
114	#30439020		M	00000000080c0000000000000000000000	STD	tok
115	prefetchu		M	0000000008040000000000000000000000	STD	str
116	applypriority		MC	00000000080c0000000000000000000000	STD	str
117	createpolicy.fractional	B64	U	00000000000c0000000000000000000000	STD	str
117	createpolicy.fractional	B64	Uf	00000000000c0000000000000000000000	STD	str
118	createpolicy.range	B64	UMuu	00000000080c0000000000000000000000	STD	str
119	createpolicy.cvt	B64	UU	0000000000040000000000000000000000	STD	str
120	_createpolicy.fractional	B64	Uuu	20000000000c0000000000000000000000	STD	str
121	_createpolicy.range	B64	Uuuu	20000000080c0000000000000000000000	STD	str
122	discard		MC	0000000008040000000000000000000000	STD	str
123	isspacep		Pu	2000000008000000000010000000000000	STD	str
123	isspacep		PU	2000000008000000000010000000000000	STD	str
124	cvta	I[32|64]	00	2000000008000000000010000000000000	STD	str
125	cvta.to	I[32|64]	00	2000000008000000000010000000000000	STD	str
126	mapa	I[32|64]	00u	2000000008000000000000000000000000	STD	str
127	getctarank	I[32|64]	u0	2000000008000000000000000000000000	STD	str
128	cctl		M	0000000048000000000000000000000000	STD	str
129	cctlu		M	0000000048000000000000000000000000	STD	str
128	cctl			0000000048000000000000000000000000	STD	str
129	cctlu			0000000048000000000000000000000000	STD	str
10	cvt	F[16|32|64]F[16|32|64]	01	200a000602000000000000000000000000	STD	tok
10	cvt	F[16|32|64]I[8|16|32|64]	01	200a000202000000000000000000000000	STD	tok
10	cvt	I[8|16|32|64]F[16|32|64]	01	200a000402000000000000000000000000	STD	tok
10	cvt	I[8|16|32|64]I[8|16|32|64]	01	2008000006000000000000000000000000	STD	tok
10	cvt	Q16F32	c11	2031000200000000000000000000000000	STD	tok
10	cvt	Q16H32	c1	2011000200000000000000000000000000	STD	tok
10	cvt	H32Q16	0c	2001000200000000000000000000000000	STD	tok
10	cvt	T32F32	d1	2011000200000000000000000000000000	STD	tok
130	cvt.pack	I8I32B32	1112	2008000002000000000000000000000000	STD	str
130	cvt.pack	I16I32	111	2008000002000000000000000000000000	STD	str
130	cvt.pack	I[2|4]I32B32	1112	2008000002000000000000000000000000	STD	str
10	cvt	E16E16	xx	2000000400000000000000000000000000	STD	tok
10	cvt	F[16|64]E16	0x	2000000200000000000000000000000000	STD	tok
10	cvt	E16F[16|64]	x1	2000000200000000000000000000000000	STD	tok
10	cvt	E16I[8|16|32|64]	x1	2000000200000000000000000000000000	STD	tok
10	cvt	I[8|16|32|64]E16	0x	2000000400000000000000000000000000	STD	tok
10	cvt	R8F32	b11	2011000200000000000000000000000000	STD	tok
10	cvt	H32R8	0b	2001000200000000000000000000000000	STD	tok
10	cvt	E32Q16	d1	2011000200000000000000000000000000	STD	tok
10	cvt	Q16E32	0d	2031000200000000000000000000000000	STD	tok
10	cvt	H32F32	011d	2011000202000000000000000000000000	STD	tok
10	cvt	E32F32	d11d	2011000200000000000000000000000000	STD	tok
10	cvt	Q32F32	dfd	2011000200000000000000000000000000	STD	tok
10	cvt	R16F32	cfd	2011000200000000000000000000000000	STD	tok
10	cvt	R8H32	b1	2011000200000000000000000000000000	STD	tok
10	cvt	R8E32	bd	2011000200000000000000000000000000	STD	tok
131	multimem.ld_reduce	I[32|64]	0M	2000000088100000200000000000001000	STD	str
131	multimem.ld_reduce	B[32|64]	0M	2000000088100000400000000000001000	STD	str
131	multimem.ld_reduce	F[32|64]	0M	2000000088300000100000000000001000	STD	str
131	multimem.ld_reduce	H32	0M	2000000088300000100000000000001000	STD	str
131	multimem.ld_reduce	E[16|32]	0M	2000000088300000100000000000001000	STD	str
131	multimem.ld_reduce	F16	0M	2000000088300000100000000000001000	STD	str
131	multimem.ld_reduce	Q[8|16|32]	0M	2000000088300000100000000000001000	STD	str
132	multimem.st	I[32|64]	M0	2000000088100000000000000000000000	STD	str
132	multimem.st	B[32|64]	M0	2000000088100000000000000000000000	STD	str
132	multimem.st	F[16|32|64]	M0	2000000088300000000000000000000000	STD	str
132	multimem.st	H32	M0	2000000088300000000000000000000000	STD	str
132	multimem.st	E[16|32]	M0	2000000088300000000000000000000000	STD	str
132	multimem.st	Q[8|16|32]	M0	2000000088300000000000000000000000	STD	str
133	multimem.red	I[32|64]	M0	2000000088100000200000000000000000	STD	str
133	multimem.red	B[32|64]	M0	2000000088100000400000000000000000	STD	str
133	multimem.red	F[16|32|64]	M0	2000000088300000100000000000000000	STD	str
133	multimem.red	H32	M0	2000000088300000100000000000000000	STD	str
133	multimem.red	E[16|32]	M0	2000000088300000100000000000000000	STD	str
11	mma	F16F16F16F16	hhhh	2000000000200000000042040000000000	STD	str
11	mma	F32F16F16F16	fhhh	2000000000200000000042040000000000	STD	str
11	mma	F32F16F16F32	fhhf	2000000000200000000042040000000000	STD	str
11	mma	F16F16F16F32	VVVV	2000000000200000000042040000000000	STD	str
11	mma	I32I32	sdds	2100000000200000800042040000000000	STD	str
11	mma	I32I8I8I32	sdds	2010000000200000000042040000000000	STD	str
11	mma	I32I32	sdds	2010000000200000000042040000000000	STD	str
11	mma	F64F64F64F64	0123	2000000200200000000042040000000000	STD	str
11	mma	F32F32	dddd	2000000000200000000042040000000000	STD	str
11	mma	F32Q8Q8F32	fddf	2080000000200000000042040000000000	STD	str
11	mma	F16Q8Q8F16	hddh	2080000000200000000042040000000000	STD	str
11	mma	F32Q8Q8F32	fddfdC	2080000000200000000042041000000000	STD	str
11	mma	F16R4Q8F16	hddh	2080000000200000000042040000000000	STD	str
11	mma	F32R4Q8F32	fddf	2080000000200000000042040000000000	STD	str
11	mma	F16Q8R4F16	hddh	2080000000200000000042040000000000	STD	str
11	mma	F32Q8R4F32	fddf	2080000000200000000042040000000000	STD	str
11	mma	F16R4R4F16	hddh	2080000000200000000042040000000000	STD	str
11	mma	F32R4R4F32	fddf	2080000000200000000042040000000000	STD	str
11	mma	F16R4Q8F16	hddhdC	2080000000200000000042041000000000	STD	str
11	mma	F32R4Q8F32	fddfdC	2080000000200000000042041000000000	STD	str
11	mma	F16Q8R4F16	hddhdC	2080000000200000000042041000000000	STD	str
11	mma	F32Q8R4F32	fddfdC	2080000000200000000042041000000000	STD	str
11	mma	F16R4R4F16	hddhdC	2080000000200000000042041000000000	STD	str
11	mma	F32R4R4F32	fddfdC	2080000000200000000042041000000000	STD	str
11	mma	F16Q8Q8F16	hddhdC	2080000000200000000042041000000000	STD	str
11	mma	F32R4R4F32Q8	fddfdxdx	2000000000200000000042040000000000	STD	str
11	mma	F32R4R4F32Q8	fddfdCdxdx	2000000000200000000042041000000000	STD	str
11	mma	F32Q8Q8F32Q8	fddfdxdx	2000000000200000000042040000000000	STD	str
11	mma	F32R4Q8F32Q8	fddfdxdx	2000000000200000000042040000000000	STD	str
11	mma	F32Q8R4F32Q8	fddfdxdx	2000000000200000000042040000000000	STD	str
11	mma	F32Q8Q8F32Q8	fddfdCdxdx	2000000000200000000042041000000000	STD	str
11	mma	F32R4Q8F32Q8	fddfdCdxdx	2000000000200000000042041000000000	STD	str
11	mma	F32Q8R4F32Q8	fddfdCdxdx	2000000000200000000042041000000000	STD	str
134	wmma.mma	F16F16	hhhh	2010000000200000000042040000000000	STD	str
134	wmma.mma	F32F16	fhhh	2010000000200000000042040000000000	STD	str
134	wmma.mma	F32F32	fhhf	2010000000200000000042040000000000	STD	str
134	wmma.mma	F16F32	hhhf	2010000000200000000042040000000000	STD	str
135	wmma.load.a	F16	hM	2000000008200000000042040000000000	STD	str
135	wmma.load.a	F16	hMu	2000000008200000000042040000000000	STD	str
136	wmma.load.b	F16	hM	2000000008200000000042040000000000	STD	str
136	wmma.load.b	F16	hMu	2000000008200000000042040000000000	STD	str
137	wmma.load.c	F16	hM	2000000008200000000042040000000000	STD	str
137	wmma.load.c	F16	hMu	2000000008200000000042040000000000	STD	str
137	wmma.load.c	F32	fM	2000000008200000000042040000000000	STD	str
137	wmma.load.c	F32	fMu	2000000008200000000042040000000000	STD	str
135	wmma.load.a	F32	VV	2000000008200000000042040000000000	STD	str
135	wmma.load.a	F32	VVV	2000000008200000000042040000000000	STD	str
136	wmma.load.b	F32	VV	2000000008200000000042040000000000	STD	str
136	wmma.load.b	F32	VVV	2000000008200000000042040000000000	STD	str
138	wmma.store.d	F16	Mh	0000000008200000000042040000000000	STD	str
138	wmma.store.d	F16	Mhu	0000000008200000000042040000000000	STD	str
138	wmma.store.d	F32	Mf	0000000008200000000042040000000000	STD	str
138	wmma.store.d	F32	Mfu	0000000008200000000042040000000000	STD	str
135	wmma.load.a		sM	2000000008200000000042040000000000	STD	str
135	wmma.load.a		sMu	2000000008200000000042040000000000	STD	str
136	wmma.load.b		sM	2000000008200000000042040000000000	STD	str
136	wmma.load.b		sMu	2000000008200000000042040000000000	STD	str
134	wmma.mma	I32B1B1I32	ssss	2110000000200000800042040000000000	STD	str
134	wmma.mma	I32I4I4I32	ssss	2110000000200000800042040000000000	STD	str
134	wmma.mma	I32I8I8I32	ssss	2010000000200000000042040000000000	STD	str
135	wmma.load.a	I8	sM	2000000008200000000042040000000000	STD	str
135	wmma.load.a	I8	sMu	2000000008200000000042040000000000	STD	str
136	wmma.load.b	I8	sM	2000000008200000000042040000000000	STD	str
136	wmma.load.b	I8	sMu	2000000008200000000042040000000000	STD	str
137	wmma.load.c	I32	sM	2000000008200000000042040000000000	STD	str
137	wmma.load.c	I32	sMu	2000000008200000000042040000000000	STD	str
138	wmma.store.d	I32	Ms	0000000008200000000042040000000000	STD	str
138	wmma.store.d	I32	Msu	0000000008200000000042040000000000	STD	str
135	wmma.load.a	F64	0M	2000000008200000000042040000000000	STD	str
135	wmma.load.a	F64	0Mu	2000000008200000000042040000000000	STD	str
136	wmma.load.b	F64	0M	2000000008200000000042040000000000	STD	str
136	wmma.load.b	F64	0Mu	2000000008200000000042040000000000	STD	str
137	wmma.load.c	F64	0M	2000000008200000000042040000000000	STD	str
137	wmma.load.c	F64	0Mu	2000000008200000000042040000000000	STD	str
138	wmma.store.d	F64	M0	0000000008200000000042040000000000	STD	str
138	wmma.store.d	F64	M0u	0000000008200000000042040000000000	STD	str
134	wmma.mma	F64F64F64F64	0123	2000000200200000000042040000000000	STD	str
135	wmma.load.a		dM	2000000008200000000042040000000000	STD	str
135	wmma.load.a		dMu	2000000008200000000042040000000000	STD	str
136	wmma.load.b		dM	2000000008200000000042040000000000	STD	str
136	wmma.load.b		dMu	2000000008200000000042040000000000	STD	str
134	wmma.mma	F32E16E16F32	dddd	2010000000200000000042040000000000	STD	str
134	wmma.mma	F32T32T32F32	dddd	2010000000200000000042040000000000	STD	str
12	_mma	F16R4Q8F16	hddh	2000000000200000000000040000000000	STD	str
12	_mma	F32R4Q8F32	fddf	2000000000200000000000040000000000	STD	str
12	_mma	F16Q8R4F16	hddh	2000000000200000000000040000000000	STD	str
12	_mma	F32Q8R4F32	fddf	2000000000200000000000040000000000	STD	str
12	_mma	F16R4R4F16	hddh	2000000000200000000000040000000000	STD	str
12	_mma	F32R4R4F32	fddf	2000000000200000000000040000000000	STD	str
12	_mma	F16R4Q8F16	hddhdC	2000000000200000000000043800000000	STD	str
12	_mma	F32R4Q8F32	fddfdC	2000000000200000000000043800000000	STD	str
12	_mma	F16Q8R4F16	hddhdC	2000000000200000000000043800000000	STD	str
12	_mma	F32Q8R4F32	fddfdC	2000000000200000000000043800000000	STD	str
12	_mma	F16R4R4F16	hddhdC	2000000000200000000000043800000000	STD	str
12	_mma	F32R4R4F32	fddfdC	2000000000200000000000043800000000	STD	str
12	_mma	F32R4R4F32Q8	fddfdxdx	2000000000200000000000040000000000	STD	str
12	_mma	F32R4R4F32Q8	fddfdCdxdx	2000000000200000000000043800000000	STD	str
12	_mma	F32Q8Q8F32Q8	fddfdxdx	2000000000200000000000040000000000	STD	str
12	_mma	F32R4Q8F32Q8	fddfdxdx	2000000000200000000000040000000000	STD	str
12	_mma	F32Q8R4F32Q8	fddfdxdx	2000000000200000000000040000000000	STD	str
12	_mma	F32R4R4F32Q8	fddfdxdx	2000000000200000000000040000000000	STD	str
12	_mma	F32Q8Q8F32Q8	fddfdCdxdx	2040080000200000000000043800000000	STD	str
12	_mma	F32R4Q8F32Q8	fddfdCdxdx	2000000000200000000000043800000000	STD	str
12	_mma	F32Q8R4F32Q8	fddfdCdxdx	2000000000200000000000043800000000	STD	str
12	_mma	F32R4R4F32Q8	fddfdCdxdx	2000000000200000000000043800000000	STD	str
139	wgmma.mma_async	F16F16F16	hUUPCCCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F16F16F16	hhUPCCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32F16F16	fUUPCCCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32F16F16	fhUPCCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32E16E16	fUUPCCCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32E16E16	fdUPCCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32T32T32	fUUPCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32T32T32	fdUPCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F16Q8Q8	hUUPCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F16Q8Q8	hdUPCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32Q8Q8	fUUPCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	F32Q8Q8	fdUPCC	2000000000200000000042040000000000	STD	str
139	wgmma.mma_async	I32I8I8	sUUP	2010000000200000000042040000000000	STD	str
139	wgmma.mma_async	I32I8I8	sdUP	2010000000200000000042040000000000	STD	str
139	wgmma.mma_async	I32B1B1	sUUP	2100000000200000800042040000000000	STD	str
139	wgmma.mma_async	I32B1B1	sdUP	2100000000200000800042040000000000	STD	str
139	wgmma.mma_async	F16F16F16	hUUdCPCCCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F16F16F16	hhUdCPCCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32F16F16	fUUdCPCCCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32F16F16	fhUdCPCCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32E16E16	fUUdCPCCCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32E16E16	fdUdCPCCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32T32T32	fUUdCPCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32T32T32	fdUdCPCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F16Q8Q8	hUUdCPCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F16Q8Q8	hdUdCPCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32Q8Q8	fUUdCPCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	F32Q8Q8	fdUdCPCC	2000000000200000000042041000000000	STD	str
139	wgmma.mma_async	I32I8I8	sUUdCP	2010000000200000000042041000000000	STD	str
139	wgmma.mma_async	I32I8I8	sdUdCP	2010000000200000000042041000000000	STD	str
140	wgmma.fence			0000000000000000000042000000000000	STD	str
141	wgmma.commit_group			0000000000000000000042000000000000	STD	str
142	wgmma.wait_group		C	0000000000000000000042000000000000	STD	str
143	tcgen05.ld.red	F32	ddM	2000000000000000100042440002040000	STD	str
143	tcgen05.ld.red	F32	ddMC	2000000000000000100042440002040000	STD	str
143	tcgen05.ld.red	I32	ddM	2000000000000000200042440000000000	STD	str
143	tcgen05.ld.red	I32	ddMC	2000000000000000200042440000000000	STD	str
144	tcgen05.alloc	B32	Mu	00000000080008000000c2000000000000	STD	str
145	tcgen05.dealloc	B32	uu	0000000000000800000042000000000000	STD	str
146	tcgen05.relinquish_alloc_permit			0000000000000800000042000000000000	STD	str
147	_tcgen05.guardrails.is_phase_valid		d	0000000000000800000042000000000000	STD	str
148	_tcgen05.guardrails.is_current_warp_valid_owner		duC	0000000000000800000042000000000000	STD	str
149	_tcgen05.guardrails.are_columns_allocated		du	0000000000000000000000440200000002	STD	str
149	_tcgen05.guardrails.are_columns_allocated		duu	0000000000000800000000001000000006	STD	str
150	_tcgen05.guardrails.in_physical_bounds		du	0000000000000000000000440200000002	STD	str
150	_tcgen05.guardrails.in_physical_bounds		duu	0000000000000800000000001000000006	STD	str
151	_tcgen05.guardrails.allocation_granularity		du	0000000000000800000000001000000000	STD	str
152	_tcgen05.guardrails.datapath_alignment		duuC	0000000000000800000000001000000006	STD	str
153	_tcgen05.guardrails.sp_consistency_across_idesc_mod		du	0000000000000000000000001000000000	STD	str
154	_tcgen05.guardrails.check_sparse_usage		du	0080000000000000000000000000000000	STD	str
155	tcgen05.commit	B64	M	0000000008000810000000000000000100	STD	str
155	tcgen05.commit	B64	Mx	0000000008000811000000000000000100	STD	str
156	tcgen05.shift		M	0000000000000800004000000000000000	STD	str
157	tcgen05.cp		MU	0000000000003800000000040000000000	STD	str
158	tcgen05.fence			0000000000000000000000000000008000	STD	str
159	tcgen05.wait			0000000000000000000042000000000001	STD	str
160	tcgen05.ld	B32	dM	2000000000000000000042440200000000	STD	str
160	tcgen05.ld	B32	dMC	2000000000000000000042440200000000	STD	str
161	tcgen05.st	B32	Md	0000000000000000000042440200000000	STD	str
161	tcgen05.st	B32	MCd	0000000000000000000042440200000000	STD	str
162	tcgen05.mma		MUUuP	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MUUMuP	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MUUudP	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MUUuPC	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MUUMudP	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MUUMuPC	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MUUudPC	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MUUMudPC	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MMUuP	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MMUMuP	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MMUudP	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MMUuPC	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MMUMudP	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MMUMuPC	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MMUudPC	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MMUMudPC	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MUUuMMP	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MUUMuMMP	0000000000000800000000001000000000	STD	str
162	tcgen05.mma		MMUuMMP	0000000000000800000000000000000000	STD	str
162	tcgen05.mma		MMUMuMMP	0000000000000800000000001000000000	STD	str
163	tcgen05.mma.ws		MUUuP	0000000000000800000000000000000000	STD	str
163	tcgen05.mma.ws		MUUuPU	0000000000000800000000000000000000	STD	str
163	tcgen05.mma.ws		MUUMuP	0000000000000800000000001000000000	STD	str
163	tcgen05.mma.ws		MUUMuPU	0000000000000800000000001000000000	STD	str
163	tcgen05.mma.ws		MMUuP	0000000000000800000000000000000000	STD	str
163	tcgen05.mma.ws		MMUuPU	0000000000000800000000000000000000	STD	str
163	tcgen05.mma.ws		MMUMuP	0000000000000800000000001000000000	STD	str
163	tcgen05.mma.ws		MMUMuPU	0000000000000800000000001000000000	STD	str
17	cp.async.bulk.tensor		MMsMx	0000000010400f11000000000000000000	STD	str
17	cp.async.bulk.tensor		MMsMxx	0000000010404f11000000000000000000	STD	str
17	cp.async.bulk.tensor		MMsMxU	0000000010400f11000000000000080000	STD	str
17	cp.async.bulk.tensor		MMsMxxU	0000000010404f11000000000000080000	STD	str
19	cp.async.bulk		MMuMx	0000000010100019000000000000000000	STD	str
19	cp.async.bulk		MMuMxU	0000000010100019000000000000080000	STD	str
19	cp.async.bulk		MMux	0000000010100018000000000000000008	STD	str
19	cp.async.bulk		MMuUx	0000000010100018000000000000080008	STD	str
164	tensormap.replace	B[32|64]	M0	0000000008000200000000000000006000	STD	str
164	tensormap.replace	B[32|64]	MC0	0000000008000200000000000000006000	STD	str
25	st.async	I[8|16|32|64]	M0	0000000088120010000000000000000000	STD	str
25	st.async	B[8|16|32|64]	M0	0000000088120010000000000000000000	STD	str
25	st.async	F[32|64]	M0	0000000088120010000000000000000000	STD	str
26	red.async	I[32|64]	M0	0000000088120010200000000000000000	STD	str
26	red.async	B[32|64]	M0	0000000088120010400000000000000000	STD	str
27	cp.async		MMCu	0000000050000000000000080000000000	STD	str
27	cp.async		MMC	0000000050000000000000080000000000	STD	str
27	cp.async		MMCP	0000000050000000000000080000000000	STD	str
165	cp.async.wait_all			0000000050000000000000080000000000	STD	str
166	cp.async.commit_group			0000000050000000000000080000000000	STD	str
167	cp.async.wait_group		C	0000000050000000000000080000000000	STD	str
168	cp.async.mbarrier.arrive	B64	M	0000000008000000000004000000000000	STD	str
27	cp.async		MMCuU	0000000050000000000000080000080000	STD	str
27	cp.async		MMCU	0000000050000000000000080000080000	STD	str
27	cp.async		MMCPU	0000000050000000000000080000080000	STD	str
169	stacksave	I[32|64]	0	2000000000000000000000000000000000	STD	str
170	stackrestore	I[32|64]	0	2000000000000000000000000000000000	STD	str
171	alloca	I[32|64]	00	2000000000000000000000000000000000	STD	str
171	alloca	I[32|64]	00C	2000000000000000000000000000000000	STD	str
172	ldmatrix	B[8|16]	dM	2000000008000000000042640000000000	STD	str
172	ldmatrix		dM	2000000008002000000042640000000000	STD	str
28	_ldsm		dM	2000000000002000000000640000000000	STD	str
173	movmatrix	B16	dd	2000000000000000000042240000000000	STD	str
174	stmatrix	B[8|16]	Md	2000000008000000000042640000000000	STD	str
175	tex	F32F32	0i1	6000001000e00000000000000000000000	STD	str
175	tex	F32I32	0i1	6000001000e00000000000000000000000	STD	str
175	tex	I32F32	0i1	6000001000e00000000000000000000000	STD	str
