idx	unit_id	rule_type	latency	throughput_inv	barrier_latency	barrier_throughput	read_latency	write_latency	stall_cycles	issue_slots
581	726	1	61	26	49	256	-1	-1	26	3
582	727	1	62	26	50	1024	-1	-1	27	3
583	728	1	57	24	49	256	-1	-1	26	3
584	729	1	58	24	50	1024	-1	-1	27	3
585	730	1	59	25	49	256	-1	-1	26	3
586	731	1	60	25	50	1024	-1	-1	27	3
587	732	1	59	25	49	256	-1	-1	26	3
588	733	1	60	25	50	1024	-1	-1	27	3
589	734	1	53	22	56	32	-1	-1	21	1
590	735	4	255	35	56	-1	-1	-1	39	4
591	736	4	255	35	56	-1	-1	-1	39	4
592	737	1	59	25	49	256	-1	-1	26	3
593	738	1	60	25	50	1024	-1	-1	27	3
594	739	1	59	25	49	256	-1	-1	26	3
595	740	1	60	25	50	1024	-1	-1	27	3
596	741	1	57	24	49	256	-1	-1	26	3
597	742	1	58	24	50	1024	-1	-1	27	3
598	743	1	53	22	56	32	-1	-1	21	1
599	744	1	65	28	52	4	-1	-1	29	3
600	745	1	65	28	52	4	-1	-1	30	1
601	747	1	66	28	54	8	-1	-1	29	3
602	748	1	66	28	54	8	-1	-1	29	3
603	749	1	66	28	54	8	-1	-1	29	3
604	750	1	66	28	54	8	-1	-1	29	3
605	752	4	255	35	56	-1	-1	-1	39	4
606	753	4	255	35	56	-1	-1	-1	39	4
607	754	1	17	0	56	8	-1	-1	33	2
608	755	0	22	2	56	2	-1	-1	39	4
609	756	0	22	2	56	2	-1	-1	39	4
610	757	4	255	35	56	-1	-1	-1	39	4
611	758	4	255	35	56	-1	-1	-1	39	4
612	759	4	255	35	56	-1	-1	-1	39	4
613	760	4	255	35	56	-1	-1	-1	39	4
614	761	4	255	35	56	-1	-1	-1	39	4
615	763	0	22	2	56	2	-1	-1	39	4
616	764	0	52	21	56	1	-1	-1	39	4
617	769	1	29	6	56	8	-1	5	5	1
618	771	1	28	5	56	4	-1	5	5	1
