va	name	rot13_stored	is_rot13	region
0x21BD918	EnableUSYNCS	RanoyrHFLAPF	True	OCG knobs (ctor_005)
0x21BD930	EnableMembarWar	RanoyrZrzoneJne	True	OCG knobs (ctor_005)
0x21BD950	EnableUR16Bit	RanoyrHE16Ovg	True	OCG knobs (ctor_005)
0x21BD970	EnableUnbalancedSync	RanoyrHaonynaprqFlap	True	OCG knobs (ctor_005)
0x21BD9A0	EnableSynchronizedCohesiveRegion	RanoyrFlapuebavmrqPburfvirErtvba	True	OCG knobs (ctor_005)
0x21BD9D0	EnableSingleThreadPeelingLoops	RanoyrFvatyrGuernqCrryvatYbbcf	True	OCG knobs (ctor_005)
0x21BDA00	EnableMeshMVWar	RanoyrZrfuZIJne	True	OCG knobs (ctor_005)
0x21BDA20	EnableHoistLowLatencyInstMidBlock	RanoyrUbvfgYbjYngraplVafgZvqOybpx	True	OCG knobs (ctor_005)
0x21BDA50	EnableGvnCse	RanoyrTiaPfr	True	OCG knobs (ctor_005)
0x21BDA70	EnableConvergentURInABIFunc	RanoyrPbairetragHEVaNOVShap	True	OCG knobs (ctor_005)
0x21BDAA0	EnableConvergedFastSyncPath	RanoyrPbairetrqSnfgFlapCngu	True	OCG knobs (ctor_005)
0x21BDAD0	EnableConstExprCFG	RanoyrPbafgRkcePST	True	OCG knobs (ctor_005)
0x21BDAF0	EmitLDCU	RzvgYQPH	True	OCG knobs (ctor_005)
0x21BDB08	DumpSBInstInfo	QhzcFOVafgVasb	True	OCG knobs (ctor_005)
0x21BDB20	DumpSASS	QhzcFNFF	True	OCG knobs (ctor_005)
0x21BDB38	DumpPerfStats	QhzcCresFgngf	True	OCG knobs (ctor_005)
0x21BDB50	DumpPerfMetricsForBlock	QhzcCresZrgevpfSbeOybpx	True	OCG knobs (ctor_005)
0x21BDB78	DumpKnobs	QhzcXabof	True	OCG knobs (ctor_005)
0x21BDB90	DumpIRInfoAsInteger	QhzcVEVasbNfVagrtre	True	OCG knobs (ctor_005)
0x21BDBAD	DumpIR	QhzcVE	True	OCG knobs (ctor_005)
0x21BDBC0	DumpInstPhase	QhzcVafgCunfr	True	OCG knobs (ctor_005)
0x21BDBD8	DumpFlow	QhzcSybj	True	OCG knobs (ctor_005)
0x21BDBF0	DumpCFG	QhzcPST	True	OCG knobs (ctor_005)
0x21BDC08	DumpCallGraph	QhzcPnyyTencu	True	OCG knobs (ctor_005)
0x21BDC20	DoYieldInsertionWAR_SW2491854	QbLvryqVafregvbaJNE_FJ2491854	True	OCG knobs (ctor_005)
0x21BDC50	DontPredIfElseMMA	QbagCerqVsRyfrZZN	True	OCG knobs (ctor_005)
0x21BDC70	DontPredExit	QbagCerqRkvg	True	OCG knobs (ctor_005)
0x21BDC90	DontMixLongShortSBs	QbagZvkYbatFubegFOf	True	OCG knobs (ctor_005)
0x21BDCB0	DontInsertYield	QbagVafregLvryq	True	OCG knobs (ctor_005)
0x21BDCD0	DontAllowHelperSparsePredFalse	QbagNyybjUrycreFcnefrCerqSnyfr	True	OCG knobs (ctor_005)
0x21BDD00	DomTreeLimitScope	QbzGerrYvzvgFpbcr	True	OCG knobs (ctor_005)
0x21BDD20	DoMaskChecksInYieldWAR	QbZnfxPurpxfVaLvryqJNE	True	OCG knobs (ctor_005)
0x21BDD40	DoLoopAnalysisInManipGraph	QbYbbcNanylfvfVaZnavcTencu	True	OCG knobs (ctor_005)
0x21BDD80	DoBarrierAliasRemovalWAR_SW2491854	QbOneevreNyvnfErzbinyJNE_FJ2491854	True	OCG knobs (ctor_005)
0x21BDDC0	DistributeAndReassociateMulBudget	QvfgevohgrNaqErnffbpvngrZhyOhqtrg	True	OCG knobs (ctor_005)
0x21BDDF0	DispatchHeapCheck	QvfcngpuUrncPurpx	True	OCG knobs (ctor_005)
0x21BDE10	DispatchAllocStats	QvfcngpuNyybpFgngf	True	OCG knobs (ctor_005)
0x21BDE30	DisableWriteVectorization	QvfnoyrJevgrIrpgbevmngvba	True	OCG knobs (ctor_005)
0x21BDE60	DisableWar_SW3093632	QvfnoyrJne_FJ3093632	True	OCG knobs (ctor_005)
0x21BDE80	DisableWar_SW2965144	QvfnoyrJne_FJ2965144	True	OCG knobs (ctor_005)
0x21BDEA0	DisableWar_SW2789503	QvfnoyrJne_FJ2789503	True	OCG knobs (ctor_005)
0x21BDEC0	DisableWar_SW2549067	QvfnoyrJne_FJ2549067	True	OCG knobs (ctor_005)
0x21BDEE0	DisableWar_SW200655588	QvfnoyrJne_FJ200655588	True	OCG knobs (ctor_005)
0x21BDF00	DisableURLiveAcrossConvBound	QvfnoyrHEYvirNpebffPbaiObhaq	True	OCG knobs (ctor_005)
0x21BDF30	DisableURLivenessTradeOff	QvfnoyrHEYvirarffGenqrBss	True	OCG knobs (ctor_005)
0x21BDF58	DisableUreg	QvfnoyrHert	True	OCG knobs (ctor_005)
0x21BDF70	DisableU128	QvfnoyrH128	True	OCG knobs (ctor_005)
0x21BDF90	DisableStrideOnAddr	QvfnoyrFgevqrBaNqqe	True	OCG knobs (ctor_005)
0x21BDFC0	DisableStraightenInSimpleLiveDead	QvfnoyrFgenvtugraVaFvzcyrYvirQrnq	True	OCG knobs (ctor_005)
0x21BDFF0	DisableStageAndFence	QvfnoyrFgntrNaqSrapr	True	OCG knobs (ctor_005)
0x21BE010	DisableSourceOrder	QvfnoyrFbheprBeqre	True	OCG knobs (ctor_005)
0x21BE030	DisableSopSr	QvfnoyrFbcFe	True	OCG knobs (ctor_005)
0x21BE050	DisableSmemSizePerCTACheck	QvfnoyrFzrzFvmrCrePGNPurpx	True	OCG knobs (ctor_005)
0x21BE080	DisableRemoveSmemLea	QvfnoyrErzbirFzrzYrn	True	OCG knobs (ctor_005)
0x21BE0A0	DisableRedundantBarrierRemoval	QvfnoyrErqhaqnagOneevreErzbiny	True	OCG knobs (ctor_005)
0x21BE0D0	DisableReadVectorization	QvfnoyrErnqIrpgbevmngvba	True	OCG knobs (ctor_005)
0x21BE100	ForcePreserveSchedOrderSameNvOpt	SbeprCerfreirFpurqBeqreFnzrAiBcg	True	OCG knobs (ctor_005)
0x21BE130	DisablePredication	QvfnoyrCerqvpngvba	True	OCG knobs (ctor_005)
0x21BE150	DisablePragmaKnobs	QvfnoyrCentznXabof	True	OCG knobs (ctor_005)
0x21BE170	DisablePicCodeGen	QvfnoyrCvpPbqrTra	True	OCG knobs (ctor_005)
0x21BE1A0	DisablePartialUnrollOverflowCheck	QvfnoyrCnegvnyHaebyyBiresybjPurpx	True	OCG knobs (ctor_005)
0x21BE1D0	DisablePadding	QvfnoyrCnqqvat	True	OCG knobs (ctor_005)
0x21BE1F0	DisableOptimizeHotColdFlow	QvfnoyrBcgvzvmrUbgPbyqSybj	True	OCG knobs (ctor_005)
0x21BE218	DisableOffDeck	QvfnoyrBssQrpx	True	OCG knobs (ctor_005)
0x21BE240	DisableNonUniformQuadDerivatives	QvfnoyrAbaHavsbezDhnqQrevingvirf	True	OCG knobs (ctor_005)
0x21BE270	DisableNestedHoist	QvfnoyrArfgrqUbvfg	True	OCG knobs (ctor_005)
0x21BE290	DisableMultiViewPerfWAR	QvfnoyrZhygvIvrjCresJNE	True	OCG knobs (ctor_005)
0x21BE2C0	DisableMoveCommoning	QvfnoyrZbirPbzzbavat	True	OCG knobs (ctor_005)
0x21BE2E0	DisableMeshVCTALoop	QvfnoyrZrfuIPGNYbbc	True	OCG knobs (ctor_005)
0x21BE300	DisableMergeSamRamBlocks	QvfnoyrZretrFnzEnzOybpxf	True	OCG knobs (ctor_005)
0x21BE330	DisableMergeFp16MovPhi	QvfnoyrZretrSc16ZbiCuv	True	OCG knobs (ctor_005)
0x21BE360	DisableMergeEquivalentConditionalFlow	QvfnoyrZretrRdhvinyragPbaqvgvbanySybj	True	OCG knobs (ctor_005)
0x21BE390	EnableValidatorTesting	RanoyrInyvqngbeGrfgvat	True	OCG knobs (ctor_005)
0x21BE3C0	IgnorePotentialMixedSizeProblems	VtaberCbgragvnyZvkrqFvmrCeboyrzf	True	OCG knobs (ctor_005)
0x21BE3F0	EnableRegAllocValidation	RanoyrErtNyybpInyvqngvba	True	OCG knobs (ctor_005)
0x21BE420	DisableLoopPrecheckForYields	QvfnoyrYbbcCerpurpxSbeLvryqf	True	OCG knobs (ctor_005)
0x21BE460	DisableLoopLevelVaryingAnalysis	QvfnoyrYbbcYriryInelvatNanylfvf	True	OCG knobs (ctor_005)
0x21BE490	DisableLatTransitivity	QvfnoyrYngGenafvgvivgl	True	OCG knobs (ctor_005)
0x21BE4B0	DisableISBESharing	QvfnoyrVFORFunevat	True	OCG knobs (ctor_005)
0x21BE4D0	DisableImplicitMemDesc	QvfnoyrVzcyvpvgZrzQrfp	True	OCG knobs (ctor_005)
0x21BE4F0	DisableHMMARegAllocWar	QvfnoyrUZZNErtNyybpJne	True	OCG knobs (ctor_005)
0x21BE510	DisableHalfPartialVectorWrites	QvfnoyrUnysCnegvnyIrpgbeJevgrf	True	OCG knobs (ctor_005)
0x21BE540	DisableForwardProgressWar1842954ForDeferBlocking	QvfnoyrSbejneqCebterffJne1842954SbeQrsreOybpxvat	True	OCG knobs (ctor_005)
0x21BE580	DisableForwardProgressWar1842954	QvfnoyrSbejneqCebterffJne1842954	True	OCG knobs (ctor_005)
0x21BE5B0	DisableFastvecEnhancement	QvfnoyrSnfgirpRaunaprzrag	True	OCG knobs (ctor_005)
0x21BE5E0	DisableMarkF2FPackbTo16Bit	QvfnoyrZnexS2SCnpxoGb16Ovg	True	OCG knobs (ctor_005)
0x21BE610	DisableForceLDCTOLDCUConv	QvfnoyrSbeprYQPGBYQPHPbai	True	OCG knobs (ctor_005)
0x21BE640	DisableExtendedLiveRange	QvfnoyrRkgraqrqYvirEnatr	True	OCG knobs (ctor_005)
0x21BE670	DisableErrbarAfterMembar	QvfnoyrReeoneNsgreZrzone	True	OCG knobs (ctor_005)
0x21BE6A0	DisableEarlyExtractBCO	QvfnoyrRneylRkgenpgOPB	True	OCG knobs (ctor_005)
0x21BE6C0	DisableDoubleIndexedAddress	QvfnoyrQbhoyrVaqrkrqNqqerff	True	OCG knobs (ctor_005)
0x21BE6F0	DisableDependentConstExpr	QvfnoyrQrcraqragPbafgRkce	True	OCG knobs (ctor_005)
0x21BE720	DisableDeadStoreElimination	QvfnoyrQrnqFgberRyvzvangvba	True	OCG knobs (ctor_005)
0x21BE750	DisableDeadLoopElimination	QvfnoyrQrnqYbbcRyvzvangvba	True	OCG knobs (ctor_005)
0x21BE780	DisableCvtaForGenmemToSmem	QvfnoyrPignSbeTrazrzGbFzrz	True	OCG knobs (ctor_005)
0x21BE7B0	DisableConvergentWriteUR	QvfnoyrPbairetragJevgrHE	True	OCG knobs (ctor_005)
0x21BE7E0	DisableCmpToPred	QvfnoyrPzcGbCerq	True	OCG knobs (ctor_005)
0x21BE800	DisableBranchPredInput	QvfnoyrOenapuCerqVachg	True	OCG knobs (ctor_005)
0x21BE820	DisableBptTrapNoReturn	QvfnoyrOcgGencAbErghea	True	OCG knobs (ctor_005)
0x21BE840	DisableAlignHotLoops	QvfnoyrNyvtaUbgYbbcf	True	OCG knobs (ctor_005)
0x21BE860	Disable	Qvfnoyr	True	OCG knobs (ctor_005)
0x21BE871	Depbar	Qrcone	True	OCG knobs (ctor_005)
0x21BE880	DemoteToPredBlockIdxLimit	QrzbgrGbCerqOybpxVqkYvzvg	True	OCG knobs (ctor_005)
0x21BE8A8	DelayOkToPair	QrynlBxGbCnve	True	OCG knobs (ctor_005)
0x21BE8C0	DeferBarDepDelay	QrsreOneQrcQrynl	True	OCG knobs (ctor_005)
0x21BE8E0	DagMultiDstMerge	QntZhygvQfgZretr	True	OCG knobs (ctor_005)
0x21BE900	CutGraphEnhancement	PhgTencuRaunaprzrag	True	OCG knobs (ctor_005)
0x21BE920	CreateCommonVectorForm	PerngrPbzzbaIrpgbeSbez	True	OCG knobs (ctor_005)
0x21BE940	CTAReconfigValidateAlloc	PGNErpbasvtInyvqngrNyybp	True	OCG knobs (ctor_005)
0x21BE970	CTAReconfigForcePanicMode	PGNErpbasvtSbeprCnavpZbqr	True	OCG knobs (ctor_005)
0x21BE9A0	CTAReconfigDumpCFG	PGNErpbasvtQhzcPST	True	OCG knobs (ctor_005)
0x21BE9C0	CTAReconfigOptInSeparateComp	PGNErpbasvtBcgVaFrcnengrPbzc	True	OCG knobs (ctor_005)
0x21BE9F0	CTAReconfigOptimizeRegcount	PGNErpbasvtBcgvzvmrErtpbhag	True	OCG knobs (ctor_005)
0x21BEA20	CTAReconfigNumThreads	PGNErpbasvtAhzGuernqf	True	OCG knobs (ctor_005)
0x21BEA40	CTAReconfigMaxRegDealloc	PGNErpbasvtZnkErtQrnyybp	True	OCG knobs (ctor_005)
0x21BEA70	CTAReconfigMaxRegAlloc	PGNErpbasvtZnkErtNyybp	True	OCG knobs (ctor_005)
0x21BEAA0	CTAReconfigBridgingModeForFuncs	PGNErpbasvtOevqtvatZbqrSbeShapf	True	OCG knobs (ctor_005)
0x21BEAE0	CTAReconfigSetMaxRegAllocRestrict	PGNErpbasvtFrgZnkErtNyybpErfgevpg	True	OCG knobs (ctor_005)
0x21BEB20	CrossBlockWaitOnSingleDepthBlock	PebffOybpxJnvgBaFvatyrQrcguOybpx	True	OCG knobs (ctor_005)
0x21BEB50	CrossBlockWaitMinBlockWaitTime	PebffOybpxJnvgZvaOybpxJnvgGvzr	True	OCG knobs (ctor_005)
0x21BEB80	CrossBlockWaitAdjustWaitOnBackedge	PebffOybpxJnvgNqwhfgJnvgBaOnpxrqtr	True	OCG knobs (ctor_005)
0x21BEBB0	CrossBlockDepbar	PebffOybpxQrcone	True	OCG knobs (ctor_005)
0x21BEBD0	CopyPropUseReachingDefs	PbclCebcHfrErnpuvatQrsf	True	OCG knobs (ctor_005)
0x21BEBF0	CopyPropPreAllocReg	PbclCebcCerNyybpErt	True	OCG knobs (ctor_005)
0x21BEC10	CopyPropNoWriteNonRR	PbclCebcAbJevgrAbaEE	True	OCG knobs (ctor_005)
0x21BEC30	CopyPropNonRegMultiDef	PbclCebcAbaErtZhygvQrs	True	OCG knobs (ctor_005)
0x21BEC50	CopyPropNoMmaCb	PbclCebcAbZznPo	True	OCG knobs (ctor_005)
0x21BEC70	CopyPropGlobalBudget	PbclCebcTybonyOhqtrg	True	OCG knobs (ctor_005)
0x21BEC90	CopyPropForceGlobal	PbclCebcSbeprTybony	True	OCG knobs (ctor_005)
0x21BECB0	CopyPropConstantBank	PbclCebcPbafgnagOnax	True	OCG knobs (ctor_005)
0x21BECD0	CopyPropBudget	PbclCebcOhqtrg	True	OCG knobs (ctor_005)
0x21BECE8	CopyPropAddr	PbclCebcNqqe	True	OCG knobs (ctor_005)
0x21BED00	ConvertToURBudget	PbairegGbHEOhqtrg	True	OCG knobs (ctor_005)
0x21BED20	ConvertToAoffiThreshold	PbairegGbNbssvGuerfubyq	True	OCG knobs (ctor_005)
0x21BED40	ConvertMemoryToRegSmallLmemSizeThres	PbairegZrzbelGbErtFznyyYzrzFvmrGuerf	True	OCG knobs (ctor_005)
0x21BED80	ConvertMemoryToRegResUpperBoundRatio	PbairegZrzbelGbErtErfHccreObhaqEngvb	True	OCG knobs (ctor_005)
0x21BEDC0	ConvertMemoryToRegResUnboundUpperRatio	PbairegZrzbelGbErtErfHaobhaqHccreEngvb	True	OCG knobs (ctor_005)
0x21BEE00	ConvertMemoryToRegResUnboundScale	PbairegZrzbelGbErtErfHaobhaqFpnyr	True	OCG knobs (ctor_005)
0x21BEE40	ConvertMemoryToRegResUnboundRatio	PbairegZrzbelGbErtErfHaobhaqEngvb	True	OCG knobs (ctor_005)
0x21BEE80	ConvertMemoryToRegResUnboundLowScale	PbairegZrzbelGbErtErfHaobhaqYbjFpnyr	True	OCG knobs (ctor_005)
0x21BEEC0	ConvertMemoryToRegResUnboundLowRatio	PbairegZrzbelGbErtErfHaobhaqYbjEngvb	True	OCG knobs (ctor_005)
0x21BEF00	ConvertMemoryToRegResBoundRatio	PbairegZrzbelGbErtErfObhaqEngvb	True	OCG knobs (ctor_005)
0x21BEF40	ConvertMemoryToRegResBoundMediumRatio	PbairegZrzbelGbErtErfObhaqZrqvhzEngvb	True	OCG knobs (ctor_005)
0x21BEF80	ConvertMemoryToRegResBoundMaxRatio	PbairegZrzbelGbErtErfObhaqZnkEngvb	True	OCG knobs (ctor_005)
0x21BEFC0	ConvertMemoryToRegResBoundHeavyScale	PbairegZrzbelGbErtErfObhaqUrnilFpnyr	True	OCG knobs (ctor_005)
0x21BF000	ConvertMemoryToRegResBoundHeavyRatio	PbairegZrzbelGbErtErfObhaqUrnilEngvb	True	OCG knobs (ctor_005)
0x21BF040	ConvertMemoryToRegResBound2Scale	PbairegZrzbelGbErtErfObhaq2Fpnyr	True	OCG knobs (ctor_005)
0x21BF080	ConvertMemoryToRegResBound1Scale	PbairegZrzbelGbErtErfObhaq1Fpnyr	True	OCG knobs (ctor_005)
0x21BF0C0	ConvertMemoryToRegObjIDAliasDefault	PbairegZrzbelGbErtBowVQNyvnfQrsnhyg	True	OCG knobs (ctor_005)
0x21BF100	ConvertMemoryToRegIsetpInstsRatio	PbairegZrzbelGbErtVfrgcVafgfEngvb	True	OCG knobs (ctor_005)
0x21BF140	ConvertMemoryToRegIndexedSizeLimit	PbairegZrzbelGbErtVaqrkrqFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BF170	ConvertMemoryToRegIndexedRatio	PbairegZrzbelGbErtVaqrkrqEngvb	True	OCG knobs (ctor_005)
0x21BF1A0	ConvertMemoryToRegIndexedMin	PbairegZrzbelGbErtVaqrkrqZva	True	OCG knobs (ctor_005)
0x21BF1D0	ConvertMemoryToRegIndexedMax	PbairegZrzbelGbErtVaqrkrqZnk	True	OCG knobs (ctor_005)
0x21BF200	ConvertMemoryToRegIcacheScale	PbairegZrzbelGbErtVpnpurFpnyr	True	OCG knobs (ctor_005)
0x21BF240	ConvertMemoryToRegExpInstScaleUpper	PbairegZrzbelGbErtRkcVafgFpnyrHccre	True	OCG knobs (ctor_005)
0x21BF280	ConvertMemoryToRegExpInstScaleUnbound	PbairegZrzbelGbErtRkcVafgFpnyrHaobhaq	True	OCG knobs (ctor_005)
0x21BF2C0	ConvertMemoryToRegExpInstScaleBound	PbairegZrzbelGbErtRkcVafgFpnyrObhaq	True	OCG knobs (ctor_005)
0x21BF300	ConvertMemoryToRegExpInstResRatioUpper	PbairegZrzbelGbErtRkcVafgErfEngvbHccre	True	OCG knobs (ctor_005)
0x21BF340	ConvertMemoryToRegExpInstResRatioUnbound	PbairegZrzbelGbErtRkcVafgErfEngvbHaobhaq	True	OCG knobs (ctor_005)
0x21BF380	ConvertMemoryToRegExpInstResRatioLowBound	PbairegZrzbelGbErtRkcVafgErfEngvbYbjObhaq	True	OCG knobs (ctor_005)
0x21BF3C0	ConvertMemoryToRegExpInstResRatioHighBound	PbairegZrzbelGbErtRkcVafgErfEngvbUvtuObhaq	True	OCG knobs (ctor_005)
0x21BF400	ConvertMemoryToRegExpandIndexedSize	PbairegZrzbelGbErtRkcnaqVaqrkrqFvmr	True	OCG knobs (ctor_005)
0x21BF440	ConvertMemoryToRegExpandIndexedReg	PbairegZrzbelGbErtRkcnaqVaqrkrqErt	True	OCG knobs (ctor_005)
0x21BF480	ConvertMemoryToRegEstRegPresCodeSizeHeur	PbairegZrzbelGbErtRfgErtCerfPbqrFvmrUrhe	True	OCG knobs (ctor_005)
0x21BF4C0	ConvertMembarScopeFromVCtoGPU	PbairegZrzoneFpbcrSebzIPgbTCH	True	OCG knobs (ctor_005)
0x21BF500	ConvergentBlockBasedWarpsyncEliminationBudget	PbairetragOybpxOnfrqJnecflapRyvzvangvbaOhqtrg	True	OCG knobs (ctor_005)
0x21BF540	ConvergedBlockCheckBudget	PbairetrqOybpxPurpxOhqtrg	True	OCG knobs (ctor_005)
0x21BF580	ConservativeConvergencePreservation	PbafreingvirPbairetraprCerfreingvba	True	OCG knobs (ctor_005)
0x21BF5B0	Confirm	Pbasvez	True	OCG knobs (ctor_005)
0x21BF5C0	CompressTex	PbzcerffGrk	True	OCG knobs (ctor_005)
0x21BF5E0	ComplPredInstsLate	PbzcyCerqVafgfYngr	True	OCG knobs (ctor_005)
0x21BF600	ComplPredInstsBudget	PbzcyCerqVafgfOhqtrg	True	OCG knobs (ctor_005)
0x21BF620	ComplPredDepAnalysis	PbzcyCerqQrcNanylfvf	True	OCG knobs (ctor_005)
0x21BF640	ComplPredBudget	PbzcyCerqOhqtrg	True	OCG knobs (ctor_005)
0x21BF658	CompileMode	PbzcvyrZbqr	True	OCG knobs (ctor_005)
0x21BF670	CommonVectorizeReadBudget	PbzzbaIrpgbevmrErnqOhqtrg	True	OCG knobs (ctor_005)
0x21BF6A0	CommonUnusedByte	PbzzbaHahfrqOlgr	True	OCG knobs (ctor_005)
0x21BF6C0	CommonSameBlockHeuristic	PbzzbaFnzrOybpxUrhevfgvp	True	OCG knobs (ctor_005)
0x21BF6E8	CommonMultiDef	PbzzbaZhygvQrs	True	OCG knobs (ctor_005)
0x21BF700	CommonIntraBlockLocalInitScale	PbzzbaVagenOybpxYbpnyVavgFpnyr	True	OCG knobs (ctor_005)
0x21BF730	CommonIntraBlockHeuristic	PbzzbaVagenOybpxUrhevfgvp	True	OCG knobs (ctor_005)
0x21BF760	CommonIntoMultiBlockLoop	PbzzbaVagbZhygvOybpxYbbc	True	OCG knobs (ctor_005)
0x21BF790	CommonCrossBlockRegLimit	PbzzbaPebffOybpxErtYvzvg	True	OCG knobs (ctor_005)
0x21BF7C0	CommonCrossBlockPregScale	PbzzbaPebffOybpxCertFpnyr	True	OCG knobs (ctor_005)
0x21BF7F0	CommonCrossBlockInitScale	PbzzbaPebffOybpxVavgFpnyr	True	OCG knobs (ctor_005)
0x21BF820	CommonCrossBlockInBlockMaxRegScale	PbzzbaPebffOybpxVaOybpxZnkErtFpnyr	True	OCG knobs (ctor_005)
0x21BF860	CommonCrossBlockHeuristicParamC	PbzzbaPebffOybpxUrhevfgvpCnenzP	True	OCG knobs (ctor_005)
0x21BF8A0	CommonCrossBlockHeuristicParamB	PbzzbaPebffOybpxUrhevfgvpCnenzO	True	OCG knobs (ctor_005)
0x21BF8E0	CommonCrossBlockHeuristicParamA	PbzzbaPebffOybpxUrhevfgvpCnenzN	True	OCG knobs (ctor_005)
0x21BF910	CommonCrossBlockHeuristic	PbzzbaPebffOybpxUrhevfgvp	True	OCG knobs (ctor_005)
0x21BF940	CommonCrossBlock	PbzzbaPebffOybpx	True	OCG knobs (ctor_005)
0x21BF960	ColdBlockPgoCutoff	PbyqOybpxCtbPhgbss	True	OCG knobs (ctor_005)
0x21BF980	ColdBlockExeScaleFactor	PbyqOybpxRkrFpnyrSnpgbe	True	OCG knobs (ctor_005)
0x21BF9A0	ColdBlock	PbyqOybpx	True	OCG knobs (ctor_005)
0x21BF9C0	EnableStaticColdBlockAnalysis	RanoyrFgngvpPbyqOybpxNanylfvf	True	OCG knobs (ctor_005)
0x21BF9F0	CombinePRMTBudget	PbzovarCEZGOhqtrg	True	OCG knobs (ctor_005)
0x21BFA10	CmpToMovPredCrossBlockDisable	PzcGbZbiCerqPebffOybpxQvfnoyr	True	OCG knobs (ctor_005)
0x21BFA40	CheckForIdentitiesBudget	PurpxSbeVqragvgvrfOhqtrg	True	OCG knobs (ctor_005)
0x21BFA68	CgaMode	PtnZbqr	True	OCG knobs (ctor_005)
0x21BFA80	CBUWarSW5048043	POHJneFJ5048043	True	OCG knobs (ctor_005)
0x21BFAA0	CBUWarSW3129085	POHJneFJ3129085	True	OCG knobs (ctor_005)
0x21BFAC0	CanonicalizeVectorMoves	PnabavpnyvmrIrpgbeZbirf	True	OCG knobs (ctor_005)
0x21BFAE0	CanonicalizeSetPBudget	PnabavpnyvmrFrgCOhqtrg	True	OCG knobs (ctor_005)
0x21BFB00	CanonicalizeNullDest	PnabavpnyvmrAhyyQrfg	True	OCG knobs (ctor_005)
0x21BFB20	CanonicalizeBudget	PnabavpnyvmrOhqtrg	True	OCG knobs (ctor_005)
0x21BFB40	CanIgnoreRndFtzOnF32ToFromF16Conv	PnaVtaberEaqSgmBaS32GbSebzS16Pbai	True	OCG knobs (ctor_005)
0x21BFB70	BuddyXmad	OhqqlKznq	True	OCG knobs (ctor_005)
0x21BFB88	BuddyPlop3	OhqqlCybc3	True	OCG knobs (ctor_005)
0x21BFBA0	BuddyLop3	OhqqlYbc3	True	OCG knobs (ctor_005)
0x21BFBB8	BuddyBudget	OhqqlOhqtrg	True	OCG knobs (ctor_005)
0x21BFBD0	BuddyAdd	OhqqlNqq	True	OCG knobs (ctor_005)
0x21BFBE1	Buddy	Ohqql	True	OCG knobs (ctor_005)
0x21BFBF0	BlockwideSharedReadAntidep	OybpxjvqrFunerqErnqNagvqrc	True	OCG knobs (ctor_005)
0x21BFC20	BlockPredBudget	OybpxCerqOhqtrg	True	OCG knobs (ctor_005)
0x21BFC40	BitvalueAnalysisOptimize	OvginyhrNanylfvfBcgvzvmr	True	OCG knobs (ctor_005)
0x21BFC70	BindlessHeaderOptMode	OvaqyrffUrnqreBcgZbqr	True	OCG knobs (ctor_005)
0x21BFC90	BatchControl	OngpuPbageby	True	OCG knobs (ctor_005)
0x21BFCB0	BarSyncWar2393858	OneFlapJne2393858	True	OCG knobs (ctor_005)
0x21BFCD0	BarSyncWar1850030	OneFlapJne1850030	True	OCG knobs (ctor_005)
0x21BFCF0	BarrierExemptUdp	OneevreRkrzcgHqc	True	OCG knobs (ctor_005)
0x21BFD10	BarrierExemptDepbar	OneevreRkrzcgQrcone	True	OCG knobs (ctor_005)
0x21BFD30	BarrierExempt	OneevreRkrzcg	True	OCG knobs (ctor_005)
0x21BFD48	BarFlowControl	OneSybjPbageby	True	OCG knobs (ctor_005)
0x21BFD60	BarDelayDecay	OneQrynlQrpnl	True	OCG knobs (ctor_005)
0x21BFD78	BarDelay	OneQrynl	True	OCG knobs (ctor_005)
0x21BFD90	BarDeferBlockingSuppLat	OneQrsreOybpxvatFhccYng	True	OCG knobs (ctor_005)
0x21BFDB0	BarDeferBlocking	OneQrsreOybpxvat	True	OCG knobs (ctor_005)
0x21BFDD0	BackPropVEC2DBudget	OnpxCebcIRP2QOhqtrg	True	OCG knobs (ctor_005)
0x21BFDF0	BackCopyPropBudget	OnpxPbclCebcOhqtrg	True	OCG knobs (ctor_005)
0x21BFE20	AvoidReqComplementaryPredicateBudget	NibvqErdPbzcyrzragnelCerqvpngrOhqtrg	True	OCG knobs (ctor_005)
0x21BFE50	ApplyMeshSmemSizeWar	NccylZrfuFzrzFvmrJne	True	OCG knobs (ctor_005)
0x21BFE70	ApplyLocalMemVecAccessWar	NccylYbpnyZrzIrpNpprffJne	True	OCG knobs (ctor_005)
0x21BFEA0	ApplyKeplerLUWar	NccylXrcyreYHJne	True	OCG knobs (ctor_005)
0x21BFEC0	AppDetectOff	NccQrgrpgBss	True	OCG knobs (ctor_005)
0x21BFED8	AntiDepWeight	NagvQrcJrvtug	True	OCG knobs (ctor_005)
0x21BFEF0	AntiDepUtcConflictWeight	NagvQrcHgpPbasyvpgJrvtug	True	OCG knobs (ctor_005)
0x21BFF20	AntiDepMbarrierTrywaitWeight	NagvQrcZoneevreGeljnvgJrvtug	True	OCG knobs (ctor_005)
0x21BFF50	AntiDepLdgStsWeight	NagvQrcYqtFgfJrvtug	True	OCG knobs (ctor_005)
0x21BFF70	AntiDepDmmaWeight	NagvQrcQzznJrvtug	True	OCG knobs (ctor_005)
0x21BFF90	AntiDepCrossBlock	NagvQrcPebffOybpx	True	OCG knobs (ctor_005)
0x21BFFB0	AntiDepBaseConflictWeight	NagvQrcOnfrPbasyvpgJrvtug	True	OCG knobs (ctor_005)
